member_id,loan_status,int_rate,Bin_int,dti,Bin_dti,Default_flag,No_of_Enquiry,enq_buckets,annual_inc,Income_bins,home_ownership,purpose,open_acc,emp_length,verification_status,delinq_2yrs,loan_amnt,Bins_loan_amt
LC10936,Fully Paid,12.99%,12,17.83,18,0,1,1-4,43000,3,MORTGAGE,major_purchase,3,3 years,Verified,0,12000,10
LC10937,Fully Paid,17.49%,19,9.29,9,0,0,0,350000,27,MORTGAGE,other,14,9 years,Not Verified,0,8275,7
LC10938,Fully Paid,18.39%,20,13.69,14,0,3,1-4,210000,16,MORTGAGE,debt_consolidation,2,LT 1year,Not Verified,0,6000,5
LC10939,Fully Paid,14.79%,15,6.7,7,0,3,1-4,96000,8,RENT,other,13,LT 1year,Not Verified,0,20000,17
LC1094,Fully Paid,13.49%,13,5.35,6,0,0,0,107000,8,RENT,home_improvement,7,2 years,Not Verified,0,11500,10
LC10940,Charged Off,13.99%,13,8.69,9,1,1,1-4,50000,4,RENT,debt_consolidation,12,n/a,Not Verified,0,10000,8
LC10941,Fully Paid,16.49%,17,21.49,21,0,0,0,94000,7,MORTGAGE,credit_card,8,9 years,Not Verified,0,20000,17
LC10942,Fully Paid,10.59%,8,11.89,12,0,0,0,45000,4,RENT,debt_consolidation,7,1 year,Not Verified,0,8000,7
LC10943,Charged Off,18.79%,21,18.86,19,1,2,1-4,60000,5,RENT,debt_consolidation,5,8 years,Source Verified,0,2500,2
LC10944,Fully Paid,6.99%,3,13.52,14,0,0,0,46080,4,RENT,debt_consolidation,7,6 years,Verified,0,9000,8
LC10945,Fully Paid,7.49%,4,13.16,13,0,0,0,29000,2,OWN,debt_consolidation,9,4 years,Verified,0,14000,12
LC10946,Fully Paid,12.99%,12,16.82,17,0,1,1-4,62000,5,RENT,other,4,6 years,Source Verified,0,8000,7
LC10947,Fully Paid,5.99%,1,7.38,8,0,0,0,34800,3,MORTGAGE,credit_card,16,10+ years,Verified,0,14400,12
LC10948,Fully Paid,20.99%,24,7.29,8,0,2,1-4,125000,10,RENT,major_purchase,3,5 years,Not Verified,0,2750,2
LC10949,Fully Paid,11.49%,10,4.97,5,0,2,1-4,50000,4,RENT,debt_consolidation,9,LT 1year,Source Verified,0,5000,4
LC1095,Fully Paid,11.71%,10,5.33,6,0,0,0,200000,16,MORTGAGE,credit_card,18,LT 1year,Not Verified,0,25000,21
LC10950,Charged Off,17.49%,19,23.28,23,1,1,1-4,65000,5,MORTGAGE,credit_card,13,10+ years,Source Verified,1,10000,8
LC10951,Fully Paid,7.49%,4,0.71,1,0,0,0,42000,3,MORTGAGE,major_purchase,13,LT 1year,Verified,0,10000,8
LC10952,Fully Paid,11.99%,10,7.98,8,0,0,0,65000,5,MORTGAGE,small_business,10,10+ years,Source Verified,0,9000,8
LC10953,Fully Paid,6.99%,3,1.43,2,0,1,1-4,115000,9,MORTGAGE,debt_consolidation,6,6 years,Verified,0,8000,7
LC10954,Charged Off,18.39%,20,16.29,16,1,0,0,40000,3,RENT,home_improvement,10,1 year,Not Verified,0,3200,3
LC10955,Fully Paid,7.49%,4,5.48,6,0,0,0,69000,5,MORTGAGE,home_improvement,6,3 years,Not Verified,0,4800,4
LC10956,Charged Off,17.49%,19,17.73,18,1,3,1-4,96000,8,MORTGAGE,debt_consolidation,10,LT 1year,Not Verified,2,8000,7
LC10957,Charged Off,17.99%,20,19.77,20,1,0,0,36000,3,MORTGAGE,major_purchase,6,1 year,Verified,0,30000,25
LC10958,Fully Paid,9.99%,7,13.9,14,0,0,0,57840,5,RENT,debt_consolidation,17,6 years,Verified,0,5000,4
LC10959,Fully Paid,12.99%,12,4.73,5,0,0,0,285000,22,MORTGAGE,other,16,1 year,Not Verified,0,3500,3
LC1096,Fully Paid,15.27%,15,9.75,10,0,1,1-4,67200,5,RENT,debt_consolidation,8,1 year,Verified,0,9600,8
LC10960,Charged Off,21.36%,25,8.99,9,1,1,1-4,45000,4,RENT,home_improvement,17,10+ years,Source Verified,2,2000,2
LC10961,Charged Off,12.99%,12,4.08,4,1,1,1-4,35000,3,RENT,debt_consolidation,12,LT 1year,Source Verified,0,14000,12
LC10962,Fully Paid,10.59%,8,21.5,21,0,0,0,50000,4,MORTGAGE,small_business,24,10+ years,Verified,0,25000,21
LC10963,Fully Paid,10.99%,9,18.7,19,0,3,1-4,41000,3,RENT,home_improvement,18,8 years,Source Verified,0,4200,4
LC10964,Charged Off,17.49%,19,11.69,12,1,2,1-4,99840,8,RENT,debt_consolidation,7,2 years,Not Verified,0,10000,8
LC10965,Fully Paid,13.49%,13,19.68,20,0,1,1-4,90000,7,RENT,debt_consolidation,8,8 years,Not Verified,0,13650,12
LC10966,Fully Paid,7.49%,4,22.44,22,0,0,0,40000,3,MORTGAGE,home_improvement,5,4 years,Not Verified,0,6000,5
LC10967,Charged Off,20.62%,23,18,18,1,1,1-4,50004,4,RENT,car,4,10+ years,Source Verified,0,5000,4
LC10968,Fully Paid,8.49%,5,6.71,7,0,0,0,82500,7,MORTGAGE,debt_consolidation,14,10+ years,Not Verified,0,11500,10
LC10969,Fully Paid,9.99%,7,8.49,9,0,0,0,42000,3,RENT,debt_consolidation,13,5 years,Verified,1,12000,10
LC1097,Fully Paid,12.69%,11,22.42,22,0,1,1-4,88000,7,MORTGAGE,debt_consolidation,6,8 years,Verified,1,15000,13
LC10970,Fully Paid,11.49%,10,4.8,5,0,0,0,119238,9,MORTGAGE,debt_consolidation,11,5 years,Verified,0,15000,13
LC10971,Fully Paid,18.39%,20,8.67,9,0,2,1-4,26160,2,MORTGAGE,debt_consolidation,16,3 years,Verified,0,32350,27
LC10972,Fully Paid,20.25%,23,8.9,9,0,0,0,300000,23,RENT,wedding,9,8 years,Not Verified,0,9000,8
LC10973,Fully Paid,10.59%,8,20.69,21,0,1,1-4,45000,4,RENT,debt_consolidation,17,4 years,Not Verified,0,7000,6
LC10974,Charged Off,15.99%,16,19.89,20,1,0,0,21000,2,RENT,home_improvement,9,4 years,Not Verified,0,10000,8
LC10975,Charged Off,10.59%,8,1.03,1,1,1,1-4,39600,3,MORTGAGE,credit_card,10,10+ years,Verified,0,18225,15
LC10976,Fully Paid,10.99%,9,7.68,8,0,0,0,67200,5,MORTGAGE,debt_consolidation,11,7 years,Verified,0,20000,17
LC10977,Fully Paid,13.49%,13,12.14,12,0,0,0,150000,12,RENT,credit_card,7,LT 1year,Not Verified,0,10200,9
LC10978,Fully Paid,5.42%,1,4.47,5,0,0,0,130000,10,MORTGAGE,home_improvement,5,10+ years,Source Verified,0,10000,8
LC10979,Charged Off,18.39%,20,16.21,16,1,0,0,120000,9,RENT,home_improvement,11,5 years,Verified,0,7000,6
LC1098,Charged Off,16.77%,18,19.31,19,1,3,1-4,42000,3,MORTGAGE,car,5,LT 1year,Source Verified,0,6000,5
LC10980,Fully Paid,7.49%,4,18.75,19,0,0,0,61000,5,MORTGAGE,debt_consolidation,6,1 year,Not Verified,0,5000,4
LC10981,Fully Paid,5.42%,1,6.47,7,0,0,0,120000,9,MORTGAGE,debt_consolidation,10,7 years,Verified,0,25000,21
LC10982,Fully Paid,13.99%,13,24.15,24,0,1,1-4,48000,4,MORTGAGE,debt_consolidation,6,LT 1year,Verified,0,13000,11
LC10983,Fully Paid,16.49%,17,8.2,8,0,1,1-4,34700,3,RENT,medical,6,10+ years,Not Verified,0,6000,5
LC10984,Fully Paid,15.23%,15,21.22,21,0,1,1-4,32400,3,RENT,small_business,7,10+ years,Verified,0,26000,22
LC10985,Fully Paid,17.99%,20,12.41,13,0,1,1-4,179004,14,RENT,debt_consolidation,6,LT 1year,Not Verified,1,12000,10
LC10986,Fully Paid,20.25%,23,16.12,16,0,2,1-4,55000,4,MORTGAGE,car,13,5 years,Source Verified,0,6000,5
LC10987,Fully Paid,13.49%,13,12.5,13,0,2,1-4,69000,5,MORTGAGE,debt_consolidation,6,10+ years,Verified,0,12000,10
LC10988,Fully Paid,13.49%,13,25.02,25,0,4,1-4,40000,3,MORTGAGE,wedding,10,LT 1year,Source Verified,0,15000,13
LC10989,Fully Paid,7.49%,4,16.63,17,0,1,1-4,70000,6,MORTGAGE,credit_card,14,n/a,Not Verified,0,2000,2
LC1099,Fully Paid,7.51%,4,11.34,11,0,2,1-4,65304,5,MORTGAGE,debt_consolidation,4,LT 1year,Verified,0,6000,5
LC10990,Fully Paid,11.99%,10,0.45,1,0,0,0,40000,3,MORTGAGE,debt_consolidation,9,LT 1year,Verified,0,20000,17
LC10991,Fully Paid,11.99%,10,18.13,18,0,1,1-4,27000,2,RENT,debt_consolidation,4,LT 1year,Source Verified,0,7000,6
LC10992,Fully Paid,10.99%,9,17.3,17,0,0,0,50000,4,RENT,home_improvement,17,2 years,Source Verified,0,35000,29
LC10993,Fully Paid,13.49%,13,11.07,11,0,0,0,45000,4,MORTGAGE,debt_consolidation,14,3 years,Not Verified,0,15000,13
LC10994,Fully Paid,10.59%,8,14.95,15,0,2,1-4,127404,10,MORTGAGE,debt_consolidation,13,4 years,Not Verified,0,20000,17
LC10995,Fully Paid,16.89%,18,10.51,11,0,2,1-4,180000,14,MORTGAGE,debt_consolidation,6,6 years,Not Verified,0,18000,15
LC10996,Fully Paid,5.99%,1,0.9,1,0,1,1-4,56000,4,MORTGAGE,debt_consolidation,13,5 years,Verified,0,12000,10
LC10997,Fully Paid,18.79%,21,19.74,20,0,0,0,51000,4,RENT,house,11,10+ years,Verified,0,28000,24
LC10998,Fully Paid,5.42%,1,11.62,12,0,0,0,60000,5,MORTGAGE,debt_consolidation,14,3 years,Verified,1,8000,7
LC10999,Fully Paid,10.99%,9,18.61,18,0,0,0,89000,7,RENT,home_improvement,20,2 years,Not Verified,0,3000,3
LC11,Fully Paid,22.06%,26,23.62,23,0,1,1-4,69600,6,MORTGAGE,debt_consolidation,17,10+ years,Verified,0,24250,20
LC110,Charged Off,12.42%,11,15.92,16,1,0,0,45000,4,MORTGAGE,debt_consolidation,8,LT 1year,Source Verified,0,4500,4
LC1100,Fully Paid,6.03%,1,1.21,2,0,0,0,85000,7,MORTGAGE,debt_consolidation,14,10+ years,Verified,0,24250,20
LC11000,Fully Paid,22.11%,26,15.26,15,0,1,1-4,40255,3,RENT,debt_consolidation,9,4 years,Verified,0,25000,21
LC11001,Fully Paid,19.69%,22,5.99,6,0,0,0,138000,11,MORTGAGE,debt_consolidation,6,10+ years,Verified,0,19000,16
LC11002,Fully Paid,13.49%,13,18.65,19,0,1,1-4,48000,4,OWN,wedding,7,10+ years,Not Verified,0,10000,8
LC11003,Fully Paid,21.36%,25,13.34,13,0,1,1-4,44250,4,MORTGAGE,debt_consolidation,6,10+ years,Verified,0,15825,13
LC11004,Fully Paid,10.99%,9,17.63,18,0,0,0,26000,2,MORTGAGE,debt_consolidation,14,3 years,Source Verified,0,22400,19
LC11005,Fully Paid,13.49%,13,25.62,25,0,0,0,52000,4,MORTGAGE,debt_consolidation,5,10+ years,Verified,0,29100,25
LC11006,Charged Off,17.49%,19,5.51,6,1,1,1-4,39666,3,RENT,debt_consolidation,21,7 years,Source Verified,0,7800,7
LC11007,Fully Paid,7.49%,4,19.32,19,0,0,0,60000,5,RENT,debt_consolidation,8,8 years,Not Verified,1,12000,10
LC11008,Fully Paid,11.49%,10,3.29,4,0,2,1-4,16800,1,RENT,wedding,7,10+ years,Source Verified,1,11200,9
LC11009,Fully Paid,15.99%,16,9.74,10,0,1,1-4,60000,5,RENT,debt_consolidation,16,1 year,Not Verified,1,13000,11
LC1101,Charged Off,7.51%,4,19.56,19,1,1,1-4,41830.08,3,RENT,wedding,7,2 years,Verified,0,17950,15
LC11010,Fully Paid,5.42%,1,15.74,16,0,2,1-4,67000,5,MORTGAGE,major_purchase,4,5 years,Not Verified,0,8500,7
LC11011,Fully Paid,10.99%,9,8.92,9,0,1,1-4,90000,7,MORTGAGE,debt_consolidation,9,2 years,Not Verified,0,25000,21
LC11012,Fully Paid,20.99%,24,15.09,15,0,2,1-4,62500,5,RENT,small_business,13,2 years,Source Verified,0,12000,10
LC11013,Fully Paid,7.49%,4,17.45,17,0,3,1-4,65000,5,MORTGAGE,other,10,3 years,Verified,0,5000,4
LC11014,Fully Paid,10.59%,8,23.1,23,0,1,1-4,40000,3,OWN,small_business,7,1 year,Not Verified,0,17000,14
LC11015,Fully Paid,8.49%,5,12.3,12,0,1,1-4,48000,4,MORTGAGE,home_improvement,10,10+ years,Verified,0,10500,9
LC11016,Charged Off,17.49%,19,12,12,1,3,1-4,48000,4,MORTGAGE,house,10,10+ years,Not Verified,0,31000,26
LC11017,Charged Off,13.99%,13,2.58,3,1,1,1-4,60000,5,RENT,debt_consolidation,9,2 years,Verified,0,15000,13
LC11018,Fully Paid,6.99%,3,4.8,5,0,0,0,70000,6,MORTGAGE,debt_consolidation,13,4 years,Verified,0,25000,21
LC11019,Fully Paid,5.99%,1,9.08,9,0,0,0,76000,6,MORTGAGE,home_improvement,4,10+ years,Not Verified,0,6000,5
LC1102,Fully Paid,20.89%,24,12.33,12,0,2,1-4,98000,8,MORTGAGE,credit_card,8,2 years,Not Verified,0,6000,5
LC11020,Charged Off,15.99%,16,12.83,13,1,0,0,55000,4,RENT,credit_card,7,2 years,Source Verified,1,12000,10
LC11021,Fully Paid,5.42%,1,5.29,6,0,0,0,16800,1,RENT,debt_consolidation,8,2 years,Not Verified,0,3200,3
LC11022,Fully Paid,7.49%,4,13.33,13,0,2,1-4,25200,2,RENT,debt_consolidation,6,5 years,Verified,0,19075,16
LC11023,Fully Paid,17.49%,19,16.95,17,0,1,1-4,204000,16,MORTGAGE,car,12,2 years,Not Verified,0,3000,3
LC11024,Fully Paid,14.79%,15,2.51,3,0,2,1-4,42000,3,MORTGAGE,car,7,10+ years,Verified,0,3200,3
LC11025,Fully Paid,11.49%,10,4.06,4,0,1,1-4,40800,3,MORTGAGE,credit_card,3,LT 1year,Source Verified,0,6000,5
LC11026,Fully Paid,21.36%,25,18.22,18,0,0,0,75000,6,MORTGAGE,credit_card,13,10+ years,Not Verified,0,10500,9
LC11027,Charged Off,11.49%,10,21.1,21,1,2,1-4,55963,4,MORTGAGE,car,7,4 years,Verified,0,22000,19
LC11028,Fully Paid,17.49%,19,21.67,21,0,3,1-4,116000,9,MORTGAGE,educational,6,LT 1year,Not Verified,0,5000,4
LC11029,Fully Paid,12.99%,12,19.58,19,0,1,1-4,57000,5,RENT,wedding,14,1 year,Source Verified,0,5000,4
LC1103,Fully Paid,12.69%,11,22.46,22,0,0,0,139000,11,MORTGAGE,debt_consolidation,8,10+ years,Not Verified,0,6000,5
LC11030,Fully Paid,13.49%,13,20.18,20,0,2,1-4,26400,2,RENT,small_business,6,2 years,Source Verified,0,25500,22
LC11031,Fully Paid,7.49%,4,16.83,17,0,0,0,75000,6,RENT,major_purchase,14,10+ years,Not Verified,0,4000,3
LC11032,Fully Paid,14.79%,15,10.43,11,0,1,1-4,45000,4,RENT,credit_card,9,4 years,Verified,0,7500,6
LC11033,Charged Off,16.49%,17,19.44,19,1,3,1-4,72357,6,MORTGAGE,debt_consolidation,7,10+ years,Verified,0,25000,21
LC11034,Fully Paid,14.79%,15,23.2,23,0,1,1-4,36000,3,RENT,debt_consolidation,11,10+ years,Source Verified,1,10000,8
LC11035,Fully Paid,15.62%,16,1.01,1,0,0,0,30960,3,RENT,debt_consolidation,13,2 years,Verified,0,30000,25
LC11036,Fully Paid,6.99%,3,10.11,10,0,1,1-4,70000,6,RENT,debt_consolidation,10,2 years,Not Verified,0,7800,7
LC11037,Fully Paid,13.99%,13,17.22,17,0,1,1-4,78000,6,MORTGAGE,car,4,4 years,Source Verified,1,3200,3
LC11038,Fully Paid,6.99%,3,19.46,19,0,1,1-4,78000,6,RENT,home_improvement,8,4 years,Verified,1,10000,8
LC11039,Fully Paid,11.99%,10,22.85,23,0,1,1-4,75000,6,MORTGAGE,debt_consolidation,11,10+ years,Not Verified,0,15000,13
LC1104,Charged Off,15.96%,16,10.29,10,1,1,1-4,40000,3,RENT,debt_consolidation,11,9 years,Not Verified,0,7000,6
LC11040,Fully Paid,12.99%,12,10.05,10,0,0,0,45000,4,RENT,debt_consolidation,10,4 years,Not Verified,0,11000,9
LC11041,Fully Paid,22.48%,26,6.58,7,0,0,0,38480,3,RENT,debt_consolidation,4,4 years,Source Verified,0,4800,4
LC11042,Fully Paid,7.49%,4,10.72,11,0,0,0,80000,6,MORTGAGE,medical,7,10+ years,Not Verified,0,15000,13
LC11043,Fully Paid,5.42%,1,11.4,12,0,0,0,60000,5,MORTGAGE,debt_consolidation,5,10+ years,Verified,0,15000,13
LC11044,Charged Off,11.49%,10,16.44,16,1,0,0,27000,2,RENT,small_business,17,LT 1year,Source Verified,0,9200,8
LC11045,Fully Paid,7.49%,4,12.22,12,0,1,1-4,16200,1,RENT,home_improvement,5,n/a,Not Verified,1,8000,7
LC11046,Fully Paid,11.99%,10,14.19,14,0,3,1-4,19200,2,OWN,debt_consolidation,5,10+ years,Not Verified,0,5000,4
LC11047,Fully Paid,11.99%,10,24.72,24,0,1,1-4,40000,3,MORTGAGE,home_improvement,14,n/a,Verified,1,5000,4
LC11048,Charged Off,8.49%,5,23.52,23,1,0,0,70000,6,MORTGAGE,debt_consolidation,11,10+ years,Source Verified,0,16075,14
LC11049,Fully Paid,5.99%,1,14.37,14,0,0,0,35000,3,MORTGAGE,credit_card,13,5 years,Verified,0,4800,4
LC1105,Fully Paid,7.90%,4,13.8,14,0,0,0,102000,8,MORTGAGE,major_purchase,3,LT 1year,Not Verified,0,4400,4
LC11050,Fully Paid,14.79%,15,11.68,12,0,1,1-4,75000,6,RENT,major_purchase,5,LT 1year,Verified,0,13000,11
LC11051,Fully Paid,13.49%,13,2.49,3,0,2,1-4,46800,4,RENT,car,7,10+ years,Verified,0,5200,4
LC11052,Fully Paid,19.69%,22,11.7,12,0,3,1-4,192000,15,MORTGAGE,debt_consolidation,6,4 years,Not Verified,0,12000,10
LC11053,Fully Paid,15.23%,15,9.61,10,0,1,1-4,144000,11,MORTGAGE,credit_card,5,LT 1year,Not Verified,0,5500,5
LC11054,Fully Paid,15.62%,16,24.38,24,0,0,0,73200,6,RENT,debt_consolidation,8,5 years,Not Verified,0,15000,13
LC11055,Fully Paid,12.99%,12,4.74,5,0,0,0,75250,6,RENT,debt_consolidation,8,LT 1year,Verified,0,13750,12
LC11056,Fully Paid,17.49%,19,10.42,11,0,2,1-4,14400,1,OWN,debt_consolidation,13,4 years,Not Verified,0,5500,5
LC11057,Fully Paid,8.49%,5,24.84,25,0,1,1-4,74360,6,OWN,debt_consolidation,7,8 years,Verified,0,12250,10
LC11058,Fully Paid,13.99%,13,0.55,1,0,1,1-4,21996,2,RENT,debt_consolidation,7,2 years,Verified,0,7000,6
LC11059,Fully Paid,11.99%,10,29.95,29,0,3,1-4,44400,4,RENT,debt_consolidation,10,4 years,Source Verified,0,3250,3
LC1106,Charged Off,14.27%,14,13.17,13,1,2,1-4,36000,3,RENT,credit_card,7,10+ years,Source Verified,0,15000,13
LC11060,Fully Paid,10.59%,8,21.31,21,0,0,0,90000,7,MORTGAGE,debt_consolidation,16,LT 1year,Not Verified,0,15000,13
LC11061,Fully Paid,17.99%,20,11.58,12,0,1,1-4,37000,3,MORTGAGE,credit_card,7,LT 1year,Not Verified,0,4600,4
LC11062,Fully Paid,18.79%,21,11.14,11,0,1,1-4,60000,5,RENT,credit_card,15,2 years,Source Verified,0,10000,8
LC11063,Fully Paid,19.29%,21,16.46,16,0,3,1-4,60000,5,MORTGAGE,medical,3,2 years,Not Verified,1,5000,4
LC11064,Fully Paid,14.79%,15,20.18,20,0,2,1-4,80000,6,MORTGAGE,small_business,12,7 years,Verified,0,20000,17
LC11065,Fully Paid,19.29%,21,1.95,2,0,1,1-4,168000,13,MORTGAGE,debt_consolidation,9,10+ years,Not Verified,0,6500,6
LC11066,Fully Paid,10.59%,8,27.69,27,0,0,0,66000,5,RENT,major_purchase,4,2 years,Verified,0,15000,13
LC11067,Fully Paid,5.42%,1,13.36,13,0,2,1-4,33600,3,RENT,debt_consolidation,15,7 years,Source Verified,0,15000,13
LC11068,Fully Paid,10.99%,9,2.05,2,0,0,0,96000,8,MORTGAGE,debt_consolidation,14,10+ years,Not Verified,0,7000,6
LC11069,Fully Paid,8.49%,5,6.8,7,0,0,0,75000,6,RENT,debt_consolidation,7,5 years,Not Verified,0,10000,8
LC1107,Fully Paid,18.25%,20,17.93,18,0,2,1-4,125000,10,RENT,debt_consolidation,8,5 years,Source Verified,0,5000,4
LC11070,Fully Paid,10.59%,8,16.01,16,0,0,0,38004,3,MORTGAGE,credit_card,14,1 year,Verified,0,21400,18
LC11071,Fully Paid,6.99%,3,12.28,12,0,0,0,59004,5,OWN,debt_consolidation,9,4 years,Verified,0,15000,13
LC11072,Fully Paid,19.29%,21,16.81,17,0,2,1-4,108000,8,MORTGAGE,wedding,23,LT 1year,Source Verified,0,15000,13
LC11073,Fully Paid,9.99%,7,5.83,6,0,0,0,47340,4,RENT,car,6,1 year,Not Verified,0,3500,3
LC11074,Charged Off,10.99%,9,17.42,17,1,0,0,35000,3,MORTGAGE,debt_consolidation,11,3 years,Verified,0,18000,15
LC11075,Fully Paid,9.99%,7,7.63,8,0,0,0,147750,12,RENT,other,10,10+ years,Verified,0,17600,15
LC11076,Charged Off,16.49%,17,16.1,16,1,0,0,110000,9,MORTGAGE,credit_card,9,10+ years,Verified,0,4500,4
LC11077,Fully Paid,11.99%,10,16.03,16,0,0,0,25000,2,RENT,debt_consolidation,9,3 years,Source Verified,0,14400,12
LC11078,Fully Paid,7.49%,4,10.67,11,0,0,0,82000,6,RENT,home_improvement,6,3 years,Not Verified,0,1500,1
LC11079,Charged Off,11.49%,10,7.2,7,1,0,0,52000,4,RENT,credit_card,19,10+ years,Not Verified,0,5000,4
LC1108,Fully Paid,7.90%,4,13.14,13,0,2,1-4,84000,7,MORTGAGE,wedding,5,2 years,Verified,0,20000,17
LC11080,Charged Off,15.62%,16,19.48,19,1,0,0,30000,2,MORTGAGE,debt_consolidation,7,5 years,Verified,0,8000,7
LC11081,Fully Paid,15.99%,16,7.29,8,0,0,0,27996,2,OWN,medical,11,6 years,Source Verified,0,11875,10
LC11082,Charged Off,16.49%,17,19.4,19,1,2,1-4,28332,2,MORTGAGE,medical,6,n/a,Verified,0,10500,9
LC11083,Fully Paid,15.99%,16,7.02,7,0,1,1-4,109300,9,OWN,small_business,10,2 years,Verified,0,10000,8
LC11084,Charged Off,13.49%,13,24.59,24,1,0,0,36600,3,RENT,debt_consolidation,5,LT 1year,Source Verified,0,12400,11
LC11085,Fully Paid,10.59%,8,20.72,21,0,1,1-4,72000,6,RENT,car,13,2 years,Not Verified,1,7000,6
LC11086,Fully Paid,7.49%,4,1.71,2,0,2,1-4,26000,2,OWN,debt_consolidation,7,10+ years,Verified,0,25200,21
LC11087,Fully Paid,13.49%,13,12.72,13,0,0,0,50000,4,RENT,debt_consolidation,10,2 years,Verified,0,19500,16
LC11088,Fully Paid,17.49%,19,23.52,23,0,0,0,49500,4,MORTGAGE,home_improvement,10,10+ years,Not Verified,0,6300,5
LC11089,Fully Paid,10.59%,8,13.78,14,0,0,0,70000,6,MORTGAGE,debt_consolidation,14,10+ years,Verified,0,9500,8
LC1109,Fully Paid,8.90%,6,8.05,8,0,1,1-4,175000,14,MORTGAGE,other,10,2 years,Not Verified,0,10000,8
LC11090,Fully Paid,5.42%,1,6.15,6,0,0,0,90000,7,MORTGAGE,credit_card,9,3 years,Not Verified,0,6300,5
LC11091,Fully Paid,8.49%,5,17.1,17,0,0,0,100000,8,RENT,debt_consolidation,8,LT 1year,Not Verified,1,9250,8
LC11092,Charged Off,12.99%,12,20.03,20,1,1,1-4,36000,3,RENT,home_improvement,16,10+ years,Not Verified,0,10800,9
LC11093,Charged Off,10.99%,9,22.11,22,1,0,0,21600,2,OWN,debt_consolidation,14,10+ years,Verified,0,25000,21
LC11094,Fully Paid,11.99%,10,8.16,8,0,0,0,70000,6,MORTGAGE,credit_card,8,7 years,Source Verified,0,1500,1
LC11095,Charged Off,8.49%,5,21.56,21,1,0,0,28000,2,MORTGAGE,debt_consolidation,4,4 years,Source Verified,0,9000,8
LC11096,Fully Paid,16.49%,17,8.58,9,0,2,1-4,230000,18,MORTGAGE,debt_consolidation,4,LT 1year,Not Verified,0,4000,3
LC11097,Charged Off,16.49%,17,23.28,23,1,1,1-4,40000,3,MORTGAGE,debt_consolidation,5,10+ years,Verified,0,3450,3
LC11098,Charged Off,11.49%,10,21.73,22,1,0,0,95000,7,MORTGAGE,credit_card,7,10+ years,Verified,0,23000,19
LC11099,Fully Paid,11.99%,10,12.82,13,0,0,0,35000,3,RENT,debt_consolidation,5,3 years,Verified,0,12000,10
LC111,Charged Off,10.65%,8,12.29,12,1,2,1-4,62000,5,RENT,debt_consolidation,9,3 years,Not Verified,1,5200,4
LC1110,Fully Paid,6.03%,1,12,12,0,0,0,31303,3,MORTGAGE,wedding,12,4 years,Verified,0,28000,24
LC11100,Fully Paid,7.49%,4,17.29,17,0,2,1-4,85000,7,MORTGAGE,home_improvement,9,10+ years,Not Verified,0,7500,6
LC11101,Fully Paid,10.99%,9,16.92,17,0,0,0,60000,5,MORTGAGE,car,2,4 years,Verified,0,4750,4
LC11102,Fully Paid,15.62%,16,9.7,10,0,2,1-4,35000,3,RENT,debt_consolidation,7,1 year,Source Verified,0,3500,3
LC11103,Charged Off,15.28%,15,20.43,20,1,1,1-4,27600,2,RENT,other,5,10+ years,Verified,0,13800,12
LC11104,Charged Off,20.25%,23,17.69,18,1,0,0,62400,5,RENT,debt_consolidation,9,4 years,Source Verified,0,8000,7
LC11105,Fully Paid,17.49%,19,8.53,9,0,1,1-4,90000,7,RENT,credit_card,14,2 years,Not Verified,0,12000,10
LC11106,Fully Paid,16.89%,18,10.98,11,0,0,0,74000,6,MORTGAGE,debt_consolidation,18,LT 1year,Not Verified,0,14400,12
LC11107,Fully Paid,14.79%,15,10.15,10,0,2,1-4,24600,2,RENT,wedding,14,2 years,Source Verified,0,10000,8
LC11108,Fully Paid,8.49%,5,4.65,5,0,0,0,81000,6,RENT,major_purchase,11,3 years,Not Verified,0,3100,3
LC11109,Fully Paid,7.49%,4,26.32,26,0,0,0,17964,2,OWN,debt_consolidation,9,3 years,Not Verified,0,10000,8
LC1111,Fully Paid,6.03%,1,7.79,8,0,0,0,47580,4,MORTGAGE,debt_consolidation,8,8 years,Source Verified,0,14075,12
LC11110,Fully Paid,8.49%,5,8.61,9,0,0,0,72072,6,MORTGAGE,debt_consolidation,8,8 years,Verified,0,24500,21
LC11111,Fully Paid,15.99%,16,11.27,11,0,3,1-4,113000,9,MORTGAGE,major_purchase,4,6 years,Not Verified,0,3000,3
LC11112,Fully Paid,5.99%,1,20.06,20,0,1,1-4,84000,7,MORTGAGE,home_improvement,13,10+ years,Not Verified,2,12250,10
LC11113,Fully Paid,7.49%,4,15.57,16,0,0,0,48000,4,RENT,home_improvement,18,10+ years,Not Verified,0,3000,3
LC11114,Fully Paid,15.23%,15,14.55,15,0,2,1-4,72000,6,MORTGAGE,debt_consolidation,24,10+ years,Source Verified,0,7500,6
LC11115,Charged Off,11.99%,10,1.25,2,1,0,0,48000,4,MORTGAGE,other,5,6 years,Not Verified,0,4000,3
LC11116,Fully Paid,5.99%,1,2.66,3,0,1,1-4,63096,5,MORTGAGE,debt_consolidation,5,3 years,Not Verified,0,8000,7
LC11117,Fully Paid,7.49%,4,12.17,12,0,0,0,28000,2,RENT,debt_consolidation,7,4 years,Not Verified,0,12800,11
LC11118,Fully Paid,18.39%,20,7.84,8,0,1,1-4,108160,9,RENT,major_purchase,5,LT 1year,Not Verified,0,8000,7
